train_number,date, total_available
56148,11/1/2023,167
56149,11/1/2023,196
56150,11/1/2023,314
56151,11/1/2023,390
56201,11/1/2023,89
56202,11/1/2023,184
56203,11/1/2023,112
56204,11/1/2023,421
56205,11/1/2023,162
56206,11/1/2023,145
56209,11/1/2023,147
56210,11/1/2023,418
56211,11/1/2023,157
56212,11/1/2023,150
56213,11/1/2023,205
56214,11/1/2023,196
56221,11/1/2023,14
56222,11/1/2023,278
56223,11/1/2023,75
56224,11/1/2023,451
56225,11/1/2023,74
56226,11/1/2023,53
56227,11/1/2023,64
56228,11/1/2023,47
56229,11/1/2023,15
56230,11/1/2023,374
56231,11/1/2023,204
56232,11/1/2023,75
56233,11/1/2023,217
56234,11/1/2023,350
56237,11/1/2023,53
56238,11/1/2023,346
56239,11/1/2023,127
56240,11/1/2023,231
56241,11/1/2023,436
56242,11/1/2023,148
56261,11/1/2023,78
56262,11/1/2023,210
56263,11/1/2023,241
56264,11/1/2023,335
56265,11/1/2023,307
56266,11/1/2023,224
56267,11/1/2023,295
56268,11/1/2023,137
56269,11/1/2023,50
56270,11/1/2023,412
56271,11/1/2023,429
56272,11/1/2023,12
56273,11/1/2023,146
56274,11/1/2023,232
56300,11/1/2023,29
56301,11/1/2023,296
56302,11/1/2023,186
56303,11/1/2023,377
56304,11/1/2023,5
56305,11/1/2023,267
56307,11/1/2023,435
56308,11/1/2023,342
56309,11/1/2023,116
56310,11/1/2023,273
56311,11/1/2023,69
56312,11/1/2023,51
56313,11/1/2023,311
56315,11/1/2023,272
56316,11/1/2023,336
56317,11/1/2023,129
56318,11/1/2023,342
56319,11/1/2023,243
56320,11/1/2023,332
56321,11/1/2023,116
56323,11/1/2023,3
56324,11/1/2023,107
56325,11/1/2023,66
56331,11/1/2023,208
56332,11/1/2023,214
56333,11/1/2023,126
56334,11/1/2023,187
56335,11/1/2023,433
56336,11/1/2023,60
56337,11/1/2023,325
56338,11/1/2023,378
56370,11/1/2023,186
56371,11/1/2023,350
56373,11/1/2023,268
56374,11/1/2023,318
56375,11/1/2023,85
56376,11/1/2023,8
56377,11/1/2023,91
56378,11/1/2023,184
56379,11/1/2023,366
56380,11/1/2023,220
56381,11/1/2023,254
56382,11/1/2023,321
56383,11/1/2023,260
56384,11/1/2023,418
56385,11/1/2023,40
56386,11/1/2023,268
56387,11/1/2023,382
56389,11/1/2023,217
56390,11/1/2023,275
56391,11/1/2023,312
56392,11/1/2023,175
56393,11/1/2023,42
56394,11/1/2023,194
56501,11/1/2023,238
56502,11/1/2023,108
56503,11/1/2023,274
56504,11/1/2023,202
56505,11/1/2023,110
56506,11/1/2023,108
56507,11/1/2023,114
56508,11/1/2023,109
56509,11/1/2023,294
56510,11/1/2023,266
56511,11/1/2023,295
56512,11/1/2023,155
56513,11/1/2023,257
56514,11/1/2023,268
56515,11/1/2023,315
56516,11/1/2023,245
56517,11/1/2023,241
56518,11/1/2023,101
56519,11/1/2023,211
56520,11/1/2023,148
56523,11/1/2023,189
56524,11/1/2023,309
56525,11/1/2023,371
56526,11/1/2023,369
56527,11/1/2023,71
56528,11/1/2023,198
56600,11/1/2023,380
56601,11/1/2023,303
56602,11/1/2023,246
56603,11/1/2023,85
56604,11/1/2023,362
56605,11/1/2023,130
56606,11/1/2023,140
56607,11/1/2023,282
56608,11/1/2023,440
56609,11/1/2023,275
56610,11/1/2023,223
56611,11/1/2023,194
56612,11/1/2023,214
56613,11/1/2023,299
56614,11/1/2023,218
56615,11/1/2023,359
56616,11/1/2023,27
56617,11/1/2023,256
56618,11/1/2023,40
56619,11/1/2023,192
56620,11/1/2023,218
56621,11/1/2023,189
56640,11/1/2023,285
56641,11/1/2023,19
56642,11/1/2023,2
56643,11/1/2023,439
56644,11/1/2023,55
56645,11/1/2023,202
56646,11/1/2023,168
56647,11/1/2023,316
56650,11/1/2023,189
56651,11/1/2023,442
56652,11/1/2023,171
56653,11/1/2023,160
56654,11/1/2023,1
56655,11/1/2023,191
56656,11/1/2023,204
56657,11/1/2023,294
56659,11/1/2023,251
56661,11/1/2023,8
56700,11/1/2023,71
56701,11/1/2023,204
56703,11/1/2023,375
56704,11/1/2023,284
56705,11/1/2023,300
56706,11/1/2023,102
56707,11/1/2023,272
56708,11/1/2023,278
56709,11/1/2023,213
56710,11/1/2023,148
56711,11/1/2023,290
56712,11/1/2023,35
56713,11/1/2023,136
56714,11/1/2023,317
56721,11/1/2023,438
56722,11/1/2023,175
56723,11/1/2023,231
56724,11/1/2023,381
56725,11/1/2023,201
56726,11/1/2023,280
56731,11/1/2023,264
56732,11/1/2023,117
56733,11/1/2023,156
56734,11/1/2023,132
56735,11/1/2023,33
56736,11/1/2023,203
56761,11/1/2023,4
56762,11/1/2023,234
56763,11/1/2023,106
56764,11/1/2023,354
56765,11/1/2023,243
56766,11/1/2023,53
56767,11/1/2023,66
56768,11/1/2023,329
56805,11/1/2023,431
56806,11/1/2023,122
56807,11/1/2023,83
56808,11/1/2023,133
56811,11/1/2023,227
56812,11/1/2023,87
56821,11/1/2023,363
56822,11/1/2023,6
56823,11/1/2023,159
56824,11/1/2023,216
56825,11/1/2023,57
56826,11/1/2023,256
56827,11/1/2023,162
56828,11/1/2023,224
56829,11/1/2023,6
56830,11/1/2023,54
56833,11/1/2023,209
56834,11/1/2023,200
56835,11/1/2023,147
56836,11/1/2023,264
56837,11/1/2023,145
56838,11/1/2023,65
56839,11/1/2023,197
56840,11/1/2023,234
56841,11/1/2023,120
56842,11/1/2023,195
56843,11/1/2023,419
56844,11/1/2023,145
56845,11/1/2023,143
56846,11/1/2023,208
56847,11/1/2023,324
56848,11/1/2023,233
56851,11/1/2023,400
56852,11/1/2023,26
56859,11/1/2023,445
56860,11/1/2023,353
56861,11/1/2023,448
56862,11/1/2023,214
56863,11/1/2023,262
56864,11/1/2023,211
56865,11/1/2023,26
56866,11/1/2023,341
56873,11/1/2023,128
56874,11/1/2023,293
56877,11/1/2023,150
56878,11/1/2023,122
56889,11/1/2023,209
56890,11/1/2023,85
56891,11/1/2023,64
56892,11/1/2023,85
56893,11/1/2023,334
56894,11/1/2023,142
56902,11/1/2023,146
56903,11/1/2023,127
56904,11/1/2023,179
56905,11/1/2023,190
56906,11/1/2023,217
56907,11/1/2023,187
56909,11/1/2023,94
56910,11/1/2023,309
56911,11/1/2023,176
56912,11/1/2023,149
56913,11/1/2023,121
56914,11/1/2023,428
56915,11/1/2023,281
56916,11/1/2023,362
56917,11/1/2023,371
56918,11/1/2023,374
56961,11/1/2023,77
56962,11/1/2023,370
56963,11/1/2023,225
56964,11/1/2023,24
56965,11/1/2023,34
56966,11/1/2023,219
57121,11/1/2023,181
57122,11/1/2023,329
57123,11/1/2023,35
57124,11/1/2023,1
57129,11/1/2023,70
57130,11/1/2023,10
57131,11/1/2023,342
57133,11/1/2023,277
57134,11/1/2023,178
57135,11/1/2023,193
57136,11/1/2023,223
57139,11/1/2023,120
57140,11/1/2023,133
57145,11/1/2023,353
57146,11/1/2023,25
57155,11/1/2023,323
57156,11/1/2023,7
57200,11/1/2023,44
57201,11/1/2023,153
57202,11/1/2023,430
57203,11/1/2023,169
57207,11/1/2023,152
57208,11/1/2023,306
57209,11/1/2023,209
57210,11/1/2023,56
57216,11/1/2023,238
57217,11/1/2023,236
57218,11/1/2023,313
57219,11/1/2023,120
57220,11/1/2023,117
57223,11/1/2023,200
57224,11/1/2023,372
57225,11/1/2023,187
57226,11/1/2023,23
57229,11/1/2023,88
57230,11/1/2023,371
57231,11/1/2023,288
57232,11/1/2023,191
57235,11/1/2023,293
57237,11/1/2023,94
57238,11/1/2023,139
57239,11/1/2023,207
57240,11/1/2023,134
57241,11/1/2023,185
57242,11/1/2023,350
57253,11/1/2023,326
57254,11/1/2023,6
57256,11/1/2023,78
57257,11/1/2023,92
57258,11/1/2023,358
57259,11/1/2023,204
57260,11/1/2023,266
57262,11/1/2023,119
57263,11/1/2023,130
57264,11/1/2023,223
57265,11/1/2023,288
57271,11/1/2023,4
57272,11/1/2023,383
57273,11/1/2023,135
57274,11/1/2023,214
57277,11/1/2023,210
57278,11/1/2023,194
57279,11/1/2023,146
57280,11/1/2023,56
57285,11/1/2023,487
57286,11/1/2023,274
57298,11/1/2023,174
57305,11/1/2023,79
57306,11/1/2023,163
57307,11/1/2023,416
57308,11/1/2023,142
57325,11/1/2023,403
57326,11/1/2023,382
57327,11/1/2023,313
57328,11/1/2023,434
57381,11/1/2023,131
57382,11/1/2023,54
57411,11/1/2023,289
57412,11/1/2023,5
57422,11/1/2023,129
57425,11/1/2023,178
57426,11/1/2023,277
57427,11/1/2023,293
57428,11/1/2023,21
57429,11/1/2023,4
57430,11/1/2023,218
57435,11/1/2023,439
57437,11/1/2023,165
57438,11/1/2023,216
57439,11/1/2023,157
57440,11/1/2023,355
57447,11/1/2023,271
57448,11/1/2023,38
57451,11/1/2023,127
57452,11/1/2023,286
57453,11/1/2023,289
57454,11/1/2023,137
57456,11/1/2023,266
57467,11/1/2023,351
57468,11/1/2023,79
57469,11/1/2023,454
57470,11/1/2023,188
57473,11/1/2023,4
57474,11/1/2023,144
57475,11/1/2023,188
57476,11/1/2023,96
57485,11/1/2023,202
57486,11/1/2023,401
57501,11/1/2023,210
57502,11/1/2023,87
57503,11/1/2023,134
57504,11/1/2023,64
57512,11/1/2023,269
57515,11/1/2023,386
57516,11/1/2023,103
57517,11/1/2023,135
57518,11/1/2023,380
57519,11/1/2023,32
57539,11/1/2023,230
57540,11/1/2023,126
57541,11/1/2023,351
57542,11/1/2023,374
57547,11/1/2023,274
57548,11/1/2023,87
57549,11/1/2023,151
57550,11/1/2023,74
57551,11/1/2023,188
57552,11/1/2023,306
57553,11/1/2023,148
57554,11/1/2023,94
57557,11/1/2023,288
57558,11/1/2023,40
57561,11/1/2023,266
57562,11/1/2023,359
57563,11/1/2023,356
57564,11/1/2023,338
57581,11/1/2023,147
57582,11/1/2023,118
57583,11/1/2023,3
57584,11/1/2023,69
57593,11/1/2023,105
57594,11/1/2023,203
57605,11/1/2023,91
57606,11/1/2023,77
57619,11/1/2023,238
57620,11/1/2023,157
57624,11/1/2023,77
57625,11/1/2023,390
57626,11/1/2023,110
57628,11/1/2023,157
57631,11/1/2023,346
57632,11/1/2023,143
57639,11/1/2023,335
57640,11/1/2023,472
57641,11/1/2023,237
57642,11/1/2023,218
57643,11/1/2023,118
57644,11/1/2023,82
57649,11/1/2023,114
57650,11/1/2023,105
57651,11/1/2023,45
57652,11/1/2023,82
57657,11/1/2023,141
57658,11/1/2023,93
57659,11/1/2023,27
57660,11/1/2023,242
57685,11/1/2023,215
57686,11/1/2023,324
58000,11/1/2023,116
58001,11/1/2023,282
58002,11/1/2023,279
58003,11/1/2023,99
58005,11/1/2023,108
58006,11/1/2023,289
58007,11/1/2023,193
58008,11/1/2023,8
58009,11/1/2023,6
58010,11/1/2023,33
58011,11/1/2023,220
58012,11/1/2023,59
58014,11/1/2023,51
58015,11/1/2023,27
58016,11/1/2023,275
58017,11/1/2023,7
58018,11/1/2023,359
58019,11/1/2023,424
58020,11/1/2023,283
58021,11/1/2023,22
58022,11/1/2023,154
58023,11/1/2023,227
58025,11/1/2023,351
58026,11/1/2023,112
58027,11/1/2023,228
58028,11/1/2023,256
58101,11/1/2023,242
58103,11/1/2023,206
58104,11/1/2023,260
58109,11/1/2023,357
58110,11/1/2023,345
58111,11/1/2023,97
58112,11/1/2023,61
58113,11/1/2023,78
58114,11/1/2023,103
58115,11/1/2023,52
58116,11/1/2023,143
58117,11/1/2023,153
58118,11/1/2023,31
58124,11/1/2023,12
58125,11/1/2023,234
58126,11/1/2023,86
58127,11/1/2023,210
58131,11/1/2023,306
58132,11/1/2023,17
58133,11/1/2023,233
58134,11/1/2023,86
58135,11/1/2023,21
58137,11/1/2023,67
58151,11/1/2023,17
58152,11/1/2023,301
58161,11/1/2023,80
58162,11/1/2023,160
58201,11/1/2023,285
58202,11/1/2023,84
58203,11/1/2023,159
58204,11/1/2023,35
58205,11/1/2023,347
58206,11/1/2023,23
58207,11/1/2023,8
58208,11/1/2023,91
58209,11/1/2023,163
58210,11/1/2023,277
58212,11/1/2023,127
58213,11/1/2023,104
58214,11/1/2023,303
58215,11/1/2023,395
58216,11/1/2023,105
58217,11/1/2023,465
58218,11/1/2023,155
58219,11/1/2023,4
58220,11/1/2023,98
58221,11/1/2023,26
58222,11/1/2023,106
58223,11/1/2023,29
58224,11/1/2023,209
58401,11/1/2023,82
58402,11/1/2023,75
58405,11/1/2023,144
58406,11/1/2023,224
58407,11/1/2023,211
58408,11/1/2023,345
58409,11/1/2023,82
58410,11/1/2023,285
58413,11/1/2023,92
58414,11/1/2023,355
58415,11/1/2023,173
58416,11/1/2023,85
58417,11/1/2023,17
58418,11/1/2023,166
58421,11/1/2023,18
58422,11/1/2023,155
58423,11/1/2023,106
58424,11/1/2023,253
58425,11/1/2023,197
58426,11/1/2023,382
58433,11/1/2023,368
58434,11/1/2023,243
58435,11/1/2023,362
58436,11/1/2023,224
58501,11/1/2023,401
58525,11/1/2023,99
58527,11/1/2023,160
58528,11/1/2023,379
58529,11/1/2023,51
58530,11/1/2023,210
58537,11/1/2023,294
58538,11/1/2023,151
58541,11/1/2023,395
58542,11/1/2023,366
58601,11/1/2023,271
58602,11/1/2023,59
58603,11/1/2023,47
58604,11/1/2023,283
58605,11/1/2023,143
58606,11/1/2023,239
58607,11/1/2023,76
58608,11/1/2023,237
58609,11/1/2023,286
58610,11/1/2023,207
58620,11/1/2023,48
58621,11/1/2023,22
58651,11/1/2023,38
58652,11/1/2023,112
58653,11/1/2023,34
58654,11/1/2023,25
58655,11/1/2023,155
58656,11/1/2023,20
58657,11/1/2023,268
58658,11/1/2023,261
58661,11/1/2023,16
58662,11/1/2023,82
58701,11/1/2023,236
58702,11/1/2023,20
58703,11/1/2023,302
58704,11/1/2023,409
58711,11/1/2023,161
58712,11/1/2023,266
58713,11/1/2023,35
58714,11/1/2023,69
58715,11/1/2023,38
58716,11/1/2023,323
58717,11/1/2023,125
58718,11/1/2023,476
58719,11/1/2023,63
58720,11/1/2023,329
58721,11/1/2023,400
58722,11/1/2023,188
58801,11/1/2023,58
58802,11/1/2023,330
58803,11/1/2023,2
58804,11/1/2023,214
58805,11/1/2023,42
58806,11/1/2023,268
58808,11/1/2023,47
58809,11/1/2023,140
58810,11/1/2023,342
58811,11/1/2023,330
58812,11/1/2023,370
58813,11/1/2023,12
58814,11/1/2023,126
58815,11/1/2023,341
58816,11/1/2023,170
58817,11/1/2023,191
58818,11/1/2023,57
58831,11/1/2023,330
58832,11/1/2023,90
58833,11/1/2023,337
58834,11/1/2023,171
58835,11/1/2023,159
58836,11/1/2023,243
58837,11/1/2023,21
58838,11/1/2023,300
58839,11/1/2023,270
58840,11/1/2023,188
58841,11/1/2023,164
58842,11/1/2023,151
58843,11/1/2023,311
58844,11/1/2023,187
58845,11/1/2023,336
58846,11/1/2023,59
58847,11/1/2023,245
58848,11/1/2023,15
58849,11/1/2023,91
58850,11/1/2023,117
58851,11/1/2023,216
58852,11/1/2023,123
58853,11/1/2023,98
58854,11/1/2023,28
58855,11/1/2023,171
58856,11/1/2023,4
58857,11/1/2023,355
58858,11/1/2023,315
58859,11/1/2023,54
58860,11/1/2023,385
58861,11/1/2023,71
58862,11/1/2023,228
58863,11/1/2023,145
58864,11/1/2023,392
58865,11/1/2023,57
58866,11/1/2023,22
58867,11/1/2023,248
58868,11/1/2023,116
58869,11/1/2023,277
58870,11/1/2023,55
58871,11/1/2023,254
58873,11/1/2023,116
58874,11/1/2023,251
58876,11/1/2023,308
59009,11/1/2023,412
59010,11/1/2023,5
59013,11/1/2023,157
59014,11/1/2023,8
59023,11/1/2023,477
59024,11/1/2023,119
59025,11/1/2023,230
59026,11/1/2023,305
59031,11/1/2023,62
59032,11/1/2023,284
59037,11/1/2023,264
59038,11/1/2023,362
59039,11/1/2023,128
59040,11/1/2023,258
59043,11/1/2023,326
59044,11/1/2023,285
59045,11/1/2023,108
59046,11/1/2023,236
59047,11/1/2023,332
59048,11/1/2023,384
59049,11/1/2023,8
59050,11/1/2023,189
59051,11/1/2023,10
59075,11/1/2023,33
59076,11/1/2023,382
59077,11/1/2023,263
59078,11/1/2023,99
59092,11/1/2023,111
59101,11/1/2023,431
59102,11/1/2023,114
59103,11/1/2023,88
59104,11/1/2023,107
59112,11/1/2023,173
59115,11/1/2023,389
59116,11/1/2023,77
59117,11/1/2023,315
59118,11/1/2023,169
59119,11/1/2023,13
59120,11/1/2023,144
59121,11/1/2023,246
59122,11/1/2023,213
59151,11/1/2023,220
59152,11/1/2023,120
59157,11/1/2023,120
59158,11/1/2023,278
59161,11/1/2023,272
59162,11/1/2023,262
59163,11/1/2023,248
59164,11/1/2023,136
59165,11/1/2023,87
59166,11/1/2023,187
59205,11/1/2023,20
59206,11/1/2023,70
59207,11/1/2023,84
59208,11/1/2023,54
59211,11/1/2023,237
59212,11/1/2023,371
59213,11/1/2023,74
59214,11/1/2023,264
59215,11/1/2023,247
59216,11/1/2023,2
59225,11/1/2023,33
59226,11/1/2023,133
59227,11/1/2023,284
59228,11/1/2023,127
59229,11/1/2023,81
59230,11/1/2023,249
59231,11/1/2023,178
59232,11/1/2023,174
59233,11/1/2023,280
59234,11/1/2023,36
59235,11/1/2023,81
59236,11/1/2023,329
59243,11/1/2023,280
59244,11/1/2023,205
59267,11/1/2023,86
59268,11/1/2023,392
59269,11/1/2023,195
59270,11/1/2023,137
59271,11/1/2023,312
59272,11/1/2023,312
59295,11/1/2023,334
59296,11/1/2023,366
59297,11/1/2023,260
59298,11/1/2023,292
59306,11/1/2023,373
59307,11/1/2023,478
59317,11/1/2023,325
59318,11/1/2023,53
59319,11/1/2023,40
59320,11/1/2023,202
59341,11/1/2023,78
59342,11/1/2023,346
59345,11/1/2023,303
59346,11/1/2023,71
59353,11/1/2023,159
59354,11/1/2023,323
59355,11/1/2023,167
59356,11/1/2023,22
59357,11/1/2023,297
59358,11/1/2023,169
59379,11/1/2023,349
59380,11/1/2023,344
59385,11/1/2023,135
59386,11/1/2023,239
59387,11/1/2023,169
59388,11/1/2023,122
59389,11/1/2023,191
59390,11/1/2023,68
59393,11/1/2023,252
59394,11/1/2023,294
59395,11/1/2023,139
59396,11/1/2023,93
59421,11/1/2023,96
59422,11/1/2023,77
59423,11/1/2023,180
59424,11/1/2023,231
59439,11/1/2023,409
59440,11/1/2023,208
59441,11/1/2023,284
59442,11/1/2023,124
59459,11/1/2023,245
59460,11/1/2023,77
59461,11/1/2023,260
59462,11/1/2023,174
59473,11/1/2023,351
59474,11/1/2023,307
59475,11/1/2023,347
59476,11/1/2023,106
59477,11/1/2023,172
59478,11/1/2023,326
59481,11/1/2023,65
59482,11/1/2023,267
59483,11/1/2023,90
59484,11/1/2023,323
59503,11/1/2023,220
59504,11/1/2023,284
59509,11/1/2023,192
59510,11/1/2023,217
59511,11/1/2023,210
59512,11/1/2023,78
59547,11/1/2023,249
59548,11/1/2023,109
59601,11/1/2023,81
59602,11/1/2023,104
59603,11/1/2023,77
59604,11/1/2023,260
59605,11/1/2023,230
59606,11/1/2023,91
59701,11/1/2023,23
59702,11/1/2023,358
59703,11/1/2023,48
59704,11/1/2023,311
59705,11/1/2023,194
59706,11/1/2023,37
59707,11/1/2023,31
59708,11/1/2023,180
59709,11/1/2023,199
59710,11/1/2023,321
59711,11/1/2023,177
59712,11/1/2023,98
59713,11/1/2023,146
59714,11/1/2023,218
59715,11/1/2023,451
59716,11/1/2023,66
59717,11/1/2023,376
59718,11/1/2023,394
59721,11/1/2023,268
59722,11/1/2023,54
59723,11/1/2023,183
59724,11/1/2023,396
59725,11/1/2023,78
59726,11/1/2023,150
59801,11/1/2023,9
59802,11/1/2023,167
59803,11/1/2023,116
59805,11/1/2023,426
59806,11/1/2023,323
59811,11/1/2023,141
59812,11/1/2023,267
59813,11/1/2023,22
59814,11/1/2023,20
59821,11/1/2023,201
59822,11/1/2023,55
59831,11/1/2023,49
59832,11/1/2023,420
59833,11/1/2023,116
59834,11/1/2023,335
59835,11/1/2023,275
59836,11/1/2023,315
61135,11/1/2023,146
63151,11/1/2023,260
63153,11/1/2023,332
63154,11/1/2023,112
63155,11/1/2023,23
63156,11/1/2023,283
63157,11/1/2023,124
63160,11/1/2023,133
63161,11/1/2023,114
63162,11/1/2023,347
63163,11/1/2023,412
63164,11/1/2023,68
63165,11/1/2023,18
63166,11/1/2023,299
63167,11/1/2023,61
63168,11/1/2023,46
63207,11/1/2023,393
63208,11/1/2023,393
63209,11/1/2023,259
63210,11/1/2023,189
63211,11/1/2023,235
63212,11/1/2023,291
63217,11/1/2023,253
63218,11/1/2023,384
63219,11/1/2023,263
63220,11/1/2023,108
63223,11/1/2023,160
63224,11/1/2023,174
63225,11/1/2023,81
63226,11/1/2023,201
63227,11/1/2023,15
63228,11/1/2023,30
63229,11/1/2023,324
63230,11/1/2023,293
63231,11/1/2023,124
63232,11/1/2023,207
63241,11/1/2023,40
63242,11/1/2023,305
63243,11/1/2023,8
63244,11/1/2023,318
63245,11/1/2023,291
63246,11/1/2023,2
63247,11/1/2023,69
63248,11/1/2023,291
63249,11/1/2023,454
63250,11/1/2023,52
63251,11/1/2023,11
63252,11/1/2023,154
63253,11/1/2023,335
63254,11/1/2023,242
63255,11/1/2023,116
63256,11/1/2023,66
63501,11/1/2023,203
63502,11/1/2023,23
63505,11/1/2023,252
63509,11/1/2023,208
63511,11/1/2023,361
63513,11/1/2023,31
63515,11/1/2023,25
63518,11/1/2023,396
63519,11/1/2023,385
63521,11/1/2023,5
63523,11/1/2023,182
63525,11/1/2023,165
63541,11/1/2023,115
63542,11/1/2023,189
63543,11/1/2023,194
63544,11/1/2023,288
63545,11/1/2023,60
63546,11/1/2023,214
63547,11/1/2023,262
63548,11/1/2023,125
63549,11/1/2023,208
63550,11/1/2023,24
63551,11/1/2023,320
63552,11/1/2023,19
63554,11/1/2023,122
63556,11/1/2023,128
63561,11/1/2023,235
63562,11/1/2023,23
63563,11/1/2023,121
63564,11/1/2023,214
63566,11/1/2023,76
63567,11/1/2023,79
63568,11/1/2023,265
63569,11/1/2023,477
63570,11/1/2023,39
63572,11/1/2023,210
63574,11/1/2023,100
63591,11/1/2023,448
63592,11/1/2023,243
63593,11/1/2023,281
63594,11/1/2023,230
63595,11/1/2023,134
63596,11/1/2023,162
63597,11/1/2023,208
63598,11/1/2023,237
64001,11/1/2023,300
64002,11/1/2023,213
64089,11/1/2023,159
64090,11/1/2023,163
64091,11/1/2023,162
64092,11/1/2023,98
64093,11/1/2023,24
64094,11/1/2023,152
64095,11/1/2023,258
64096,11/1/2023,185
64449,11/1/2023,122
64450,11/1/2023,141
64491,11/1/2023,221
64492,11/1/2023,167
67295,11/1/2023,237
67296,11/1/2023,89
70101,11/1/2023,227
83112,11/1/2023,336
84369,11/1/2023,367
11039-Slip,11/1/2023,492
11040-Slip,11/1/2023,132
11057-Slip,11/1/2023,152
11063-Slip,11/1/2023,334
11067-Slip,11/1/2023,311
12139-Slip,11/1/2023,193
12307-Slip,11/1/2023,398
12343-Slip,11/1/2023,146
12448-Slip,11/1/2023,135
12463-Slip,11/1/2023,335
12687-Slip,11/1/2023,21
12722-Slip,11/1/2023,35
12780-Slip,11/1/2023,255
12906-Slip,11/1/2023,108
12925-Slip,11/1/2023,340
12995-Slip,11/1/2023,305
13008-Slip,11/1/2023,174
13009-Slip,11/1/2023,355
13111-Slip,11/1/2023,256
13141-Slip,11/1/2023,122
13153-Slip,11/1/2023,416
13348-Slip,11/1/2023,96
13352-Slip,11/1/2023,333
14041-Slip,11/1/2023,290
14096-Slip,11/1/2023,164
14163-Slip,11/1/2023,194
14265-Slip,11/1/2023,286
14370-Slip,11/1/2023,119
14511-Slip,11/1/2023,401
14659-Slip,11/1/2023,295
14887S,11/1/2023,308
14887-Slip,11/1/2023,187
15013-Slip,11/1/2023,333
15018-Slip,11/1/2023,42
15035-Slip,11/1/2023,414
15308-Slip,11/1/2023,460
15609-Slip,11/1/2023,426
15632-Slip,11/1/2023,196
15716-Slip,11/1/2023,305
16318-Slip,11/1/2023,103
16688-Slip,11/1/2023,277
17050-Slip,11/1/2023,54
17057-Slip,11/1/2023,165
17226-Slip,11/1/2023,161
17401-Slip,11/1/2023,395
17479-Slip,11/1/2023,337
17481-Slip,11/1/2023,158
17603-Slip,11/1/2023,18
17603-Slip2,11/1/2023,235
18048-Slip,11/1/2023,139
18102-Slip,11/1/2023,204
18181-Slip,11/1/2023,9
18235-Slip,11/1/2023,198
18238-Slip,11/1/2023,363
18241-Slip,11/1/2023,467
18302-Slip,11/1/2023,219
18447-Slip,11/1/2023,479
18452-Slip,11/1/2023,213
18623-Slip,11/1/2023,78
19005-Slip,11/1/2023,156
19025-Slip,11/1/2023,339
19711-Slip,11/1/2023,179
24370-Slip,11/1/2023,209
56909-Slip,11/1/2023,103
58220-Slip,11/1/2023,331
59076-Slip,11/1/2023,165
59386-Slip2,11/1/2023,73
59441-Slip,11/1/2023,365
1101,11/2/2023,268
1102,11/2/2023,3
1493,11/2/2023,217
1494,11/2/2023,299
2081,11/2/2023,106
2082,11/2/2023,108
2083,11/2/2023,274
2084,11/2/2023,43
2085,11/2/2023,343
2086,11/2/2023,238
2087,11/2/2023,159
2088,11/2/2023,252
2089,11/2/2023,333
2090,11/2/2023,58
2093,11/2/2023,280
2094,11/2/2023,355
2411,11/2/2023,160
2412,11/2/2023,172
2413,11/2/2023,58
2414,11/2/2023,59
2423,11/2/2023,30
2424,11/2/2023,38
2435,11/2/2023,173
2436,11/2/2023,152
2451,11/2/2023,331
2452,11/2/2023,12
2453,11/2/2023,127
2454,11/2/2023,116
2779,11/2/2023,156
3283,11/2/2023,122
3284,11/2/2023,280
3686,11/2/2023,229
4011,11/2/2023,172
4012,11/2/2023,287
4031,11/2/2023,180
4032,11/2/2023,298
4053,11/2/2023,3
4054,11/2/2023,429
4115,11/2/2023,135
4116,11/2/2023,46
4201,11/2/2023,78
4202,11/2/2023,202
4203,11/2/2023,37
4204,11/2/2023,3
4601,11/2/2023,460
4602,11/2/2023,237
4603,11/2/2023,173
4604,11/2/2023,298
4727,11/2/2023,382
4728,11/2/2023,391
4741,11/2/2023,215
4742,11/2/2023,186
4853,11/2/2023,160
4854,11/2/2023,20
4857,11/2/2023,351
4858,11/2/2023,257
5305,11/2/2023,380
5306,11/2/2023,241
5649,11/2/2023,381
5650,11/2/2023,337
5697,11/2/2023,273
5698,11/2/2023,95
6001,11/2/2023,55
6002,11/2/2023,106
6003,11/2/2023,178
6004,11/2/2023,26
6005,11/2/2023,328
6006,11/2/2023,304
6007,11/2/2023,381
6008,11/2/2023,36
6009,11/2/2023,104
6010,11/2/2023,269
6011,11/2/2023,252
6012,11/2/2023,145
6201,11/2/2023,271
